RUTA,PASSENGERS_mean,PASSENGERS_std,PASSENGERS_count,Accessories_mean,Accessories_std,Accessories_min,Accessories_max,Alcohol_mean,Alcohol_std,Alcohol_min,Alcohol_max,Cold Drink_mean,Cold Drink_std,Cold Drink_min,Cold Drink_max,Confectionery_mean,Confectionery_std,Confectionery_min,Confectionery_max,Fresh Food_mean,Fresh Food_std,Fresh Food_min,Fresh Food_max,Gents Fragrance_mean,Gents Fragrance_std,Gents Fragrance_min,Gents Fragrance_max,Hot Drink_mean,Hot Drink_std,Hot Drink_min,Hot Drink_max,Hot Food_mean,Hot Food_std,Hot Food_min,Hot Food_max,Ladies Fragrance_mean,Ladies Fragrance_std,Ladies Fragrance_min,Ladies Fragrance_max,Logo_mean,Logo_std,Logo_min,Logo_max,Savoury Snacks_mean,Savoury Snacks_std,Savoury Snacks_min,Savoury Snacks_max,Skincare & Make-up_mean,Skincare & Make-up_std,Skincare & Make-up_min,Skincare & Make-up_max,Sweet Snacks_mean,Sweet Snacks_std,Sweet Snacks_min,Sweet Snacks_max,Tobacco_mean,Tobacco_std,Tobacco_min,Tobacco_max,Tobacco._mean,Tobacco._std,Tobacco._min,Tobacco._max
LIS-MMX,150.0,,1,0.0,,0.0,0.0,16.0,,16.0,16.0,9.0,,9.0,9.0,0.0,,0.0,0.0,5.0,,5.0,5.0,0.0,,0.0,0.0,6.0,,6.0,6.0,3.0,,3.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,6.0,,6.0,6.0,0.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LIS-MRS,79.04736842105264,18.341350870868524,190,0.0,0.0,0.0,0.0,1.1473684210526316,1.515132983861764,0.0,8.0,2.336842105263158,2.0860358411333437,0.0,10.0,0.0,0.0,0.0,0.0,1.0789473684210527,1.1264397946503286,0.0,5.0,0.0,0.0,0.0,0.0,1.668421052631579,1.4658557034953281,0.0,7.0,0.32105263157894737,0.7325240464972749,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8263157894736841,2.224524705257201,0.0,16.0,0.0,0.0,0.0,0.0,1.1157894736842104,1.4206575561873105,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-MUC,134.41246290801186,38.523943839845295,337,0.0,0.0,0.0,0.0,4.15727002967359,4.4026049811809544,0.0,42.0,6.925816023738872,4.9060050061953575,0.0,33.0,0.0,0.0,0.0,0.0,3.1305637982195846,2.3980741236696796,0.0,18.0,0.0,0.0,0.0,0.0,3.121661721068249,2.143658886329883,0.0,14.0,0.9347181008902077,1.1884411035494804,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.750741839762611,4.655086284601341,0.0,36.0,0.0,0.0,0.0,0.0,2.2908011869436202,2.0626363473543172,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-MXP,140.95348837209303,31.415779457776193,387,0.0,0.0,0.0,0.0,2.007751937984496,2.597815315797056,0.0,23.0,5.27390180878553,3.608771125600186,0.0,23.0,0.0,0.0,0.0,0.0,2.785529715762274,2.3108210002850096,0.0,18.0,0.0,0.0,0.0,0.0,2.496124031007752,2.010815436664377,0.0,12.0,0.875968992248062,1.384636754546552,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.987080103359173,3.8234805646533427,0.0,24.0,0.0,0.0,0.0,0.0,2.098191214470284,2.1196519008929005,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-NAP,91.71428571428571,27.72615183898262,35,0.0,0.0,0.0,0.0,1.9714285714285715,2.5493449479945918,0.0,11.0,4.314285714285714,3.26092217714225,0.0,16.0,0.0,0.0,0.0,0.0,2.257142857142857,1.9754799438119741,0.0,10.0,0.0,0.0,0.0,0.0,2.6,2.1447610589527217,0.0,7.0,0.22857142857142856,0.49024089430991125,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.060180694395829,0.0,12.0,0.0,0.0,0.0,0.0,2.085714285714286,2.2928460168844427,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-NCE,82.98963730569949,16.50599311528798,193,0.0,0.0,0.0,0.0,1.8445595854922279,2.0657635638910437,0.0,12.0,3.673575129533679,2.8103558800820183,0.0,18.0,0.0,0.0,0.0,0.0,1.6787564766839378,1.4896918402573023,0.0,8.0,0.0,0.0,0.0,0.0,2.4145077720207255,1.7272922243571576,0.0,7.0,0.40414507772020725,0.708860161698224,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1036269430051813,3.3895730596596216,0.0,30.0,0.0,0.0,0.0,0.0,1.9119170984455958,1.886772197808964,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-NTE,167.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LIS-OPO,142.5,23.33452377915607,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-ORY,148.2887573964497,27.331117432135468,845,0.0,0.0,0.0,0.0,2.3751479289940827,2.6264418532797973,0.0,18.0,6.164497041420119,4.006235499895035,0.0,33.0,0.0,0.0,0.0,0.0,3.523076923076923,2.7201198746932853,0.0,27.0,0.0,0.0,0.0,0.0,2.911242603550296,1.9804564063189352,0.0,12.0,0.9337278106508876,1.4458179425437963,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.061538461538461,4.334475484429285,0.0,36.0,0.0,0.0,0.0,0.0,2.899408284023669,2.309687435035664,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-OSL,143.7863247863248,24.818245881160554,117,0.0,0.0,0.0,0.0,7.888888888888889,6.884237089650053,0.0,28.0,11.05982905982906,4.543450379374456,0.0,23.0,0.0,0.0,0.0,0.0,6.487179487179487,3.29737456851551,0.0,17.0,0.0,0.0,0.0,0.0,5.136752136752137,2.266342880083054,0.0,13.0,1.452991452991453,1.5946879842676742,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.418803418803419,5.174938474129205,0.0,22.0,0.0,0.0,0.0,0.0,4.735042735042735,2.841785385843283,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-PDL,159.0637755102041,41.81304773207914,392,0.0,0.0,0.0,0.0,3.267857142857143,3.928020853570784,0.0,35.0,5.089285714285714,3.6830554839982663,0.0,22.0,0.0,0.0,0.0,0.0,1.8545918367346939,1.6701928267421593,0.0,10.0,0.0,0.0,0.0,0.0,2.7372448979591835,2.274025591324661,0.0,13.0,0.5229591836734694,0.9777490817546012,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63265306122449,3.481445903290092,0.0,15.0,0.0,0.0,0.0,0.0,1.8928571428571428,1.9932751390741712,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-PRG,129.3421052631579,43.14306903951218,114,0.0,0.0,0.0,0.0,5.201754385964913,5.538569229257813,0.0,25.0,6.684210526315789,4.824927510067933,0.0,35.0,0.0,0.0,0.0,0.0,3.5350877192982457,3.3582017537345643,0.0,30.0,0.0,0.0,0.0,0.0,4.2105263157894735,2.7441770506186463,0.0,14.0,1.0087719298245614,1.5599841957169012,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93859649122807,5.343567943491807,0.0,39.0,0.0,0.0,0.0,0.0,2.6578947368421053,2.6132031928027923,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-PXO,125.05882352941177,22.818497398588974,17,0.0,0.0,0.0,0.0,1.3529411764705883,2.3168183050950564,0.0,8.0,4.647058823529412,2.667891875399663,0.0,10.0,0.0,0.0,0.0,0.0,2.0,1.5811388300841895,0.0,6.0,0.0,0.0,0.0,0.0,2.4705882352941178,1.6627404735414788,0.0,5.0,0.4117647058823529,0.8702602720890289,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.764705882352941,2.862023142916255,0.0,11.0,0.0,0.0,0.0,0.0,1.411764705882353,1.121317502394603,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-RAI,149.22613065326632,27.75913937410387,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-RAK,92.34715025906736,33.58212422342448,193,0.0,0.0,0.0,0.0,1.8238341968911918,2.126237829053816,0.0,11.0,3.1191709844559585,2.5002698472672327,0.0,10.0,0.0,0.0,0.0,0.0,1.3523316062176165,1.5779097638324975,0.0,8.0,0.0,0.0,0.0,0.0,2.0673575129533677,1.6926993240759318,0.0,8.0,0.27461139896373055,0.6226856979335993,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7461139896373057,2.592617308391661,0.0,13.0,0.0,0.0,0.0,0.0,1.1036269430051813,1.380533300372345,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-SID,158.84810126582278,28.723185161095863,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-SVQ,78.0,26.870057685088806,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-TER,125.45930232558139,38.07830613802056,172,0.0,0.0,0.0,0.0,2.0697674418604652,2.8625049255022104,0.0,16.0,3.813953488372093,3.5868884947608026,0.0,29.0,0.0,0.0,0.0,0.0,2.052325581395349,2.7279461993368326,0.0,26.0,0.0,0.0,0.0,0.0,2.6511627906976742,2.215138990057743,0.0,10.0,0.5058139534883721,1.2018362803295808,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.453488372093023,3.9027864591933326,0.0,32.0,0.0,0.0,0.0,0.0,1.9593023255813953,2.0127010687817655,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-TFS,98.98571428571428,30.957892326650544,70,0.0,0.0,0.0,0.0,2.857142857142857,3.2494624495722557,0.0,15.0,4.514285714285714,3.541648093971518,0.0,18.0,0.0,0.0,0.0,0.0,1.9285714285714286,1.8752501558453283,0.0,7.0,0.0,0.0,0.0,0.0,2.2857142857142856,1.8892745110369298,0.0,9.0,0.6285714285714286,1.0655532491190083,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6857142857142855,3.8731437148684336,0.0,20.0,0.0,0.0,0.0,0.0,1.7428571428571429,1.9758374800099345,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-TLS,82.04081632653062,20.398551163908774,196,0.0,0.0,0.0,0.0,0.8418367346938775,1.471257858442312,0.0,11.0,1.8622448979591837,1.970657331756235,0.0,11.0,0.0,0.0,0.0,0.0,0.8979591836734694,1.2319656665076706,0.0,10.0,0.0,0.0,0.0,0.0,1.596938775510204,1.5967244729088939,0.0,7.0,0.18877551020408162,0.5454487972042227,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510204081632653,1.906775492461009,0.0,10.0,0.0,0.0,0.0,0.0,1.086734693877551,1.4667695363762654,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-VCE,108.41847826086956,29.242791571152036,184,0.0,0.0,0.0,0.0,2.1630434782608696,2.4596288933864145,0.0,11.0,5.070652173913044,3.400483348590163,0.0,16.0,0.0,0.0,0.0,0.0,2.9510869565217392,2.32421299049466,0.0,12.0,0.0,0.0,0.0,0.0,3.1902173913043477,1.981254213495507,0.0,12.0,0.5760869565217391,1.026785483709092,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.516304347826087,3.3452936412534107,0.0,14.0,0.0,0.0,0.0,0.0,1.9673913043478262,1.7707464200996026,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-VIE,141.0438596491228,30.802651980666784,114,0.0,0.0,0.0,0.0,4.157894736842105,4.721592178152006,0.0,23.0,6.798245614035087,3.614571847156304,0.0,23.0,0.0,0.0,0.0,0.0,3.6842105263157894,2.4971338950484254,0.0,14.0,0.0,0.0,0.0,0.0,4.175438596491228,2.091895926424807,0.0,11.0,0.8070175438596491,1.1664725812788441,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.6073916250225997,0.0,14.0,0.0,0.0,0.0,0.0,2.6052631578947367,1.8271231851396597,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-VLC,82.10837438423646,16.228506846688145,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-VXE,138.0924369747899,20.54799738546795,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-WAW,155.44230769230768,35.32452238886597,104,0.0,0.0,0.0,0.0,3.4038461538461537,4.141945583758918,0.0,17.0,6.125,3.524360439122873,0.0,18.0,0.0,0.0,0.0,0.0,2.9615384615384617,1.9254205286374666,0.0,9.0,0.0,0.0,0.0,0.0,5.365384615384615,2.4615793032459434,0.0,13.0,0.7692307692307693,1.1167808211727168,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.730769230769231,3.9884073986111908,0.0,16.0,0.0,0.0,0.0,0.0,2.1826923076923075,1.7222948287740423,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS-ZRH,127.94524495677233,29.148015709645893,347,0.0,0.0,0.0,0.0,4.45821325648415,4.608406521906811,0.0,48.0,8.198847262247838,5.473868436633715,0.0,54.0,0.0,0.0,0.0,0.0,4.083573487031701,3.523076841381361,0.0,42.0,0.0,0.0,0.0,0.0,3.3025936599423633,2.148549494376676,0.0,24.0,1.0115273775216138,1.5412946761967943,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.498559077809798,5.7053745272135465,0.0,66.0,0.0,0.0,0.0,0.0,2.8011527377521612,3.1426947766626516,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPA-BCN,83.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LPA-LIS,95.74074074074075,31.378507958555016,54,0.0,0.0,0.0,0.0,2.8703703703703702,2.5331485092018506,0.0,9.0,3.5,2.9508553285126196,0.0,12.0,0.0,0.0,0.0,0.0,1.7777777777777777,1.7447134885799171,0.0,8.0,0.0,0.0,0.0,0.0,2.0185185185185186,1.560004121193646,0.0,5.0,0.5925925925925926,0.9218217917760196,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8703703703703702,3.2797048664751824,0.0,17.0,0.0,0.0,0.0,0.0,1.6851851851851851,2.0996322595723176,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPA-MAD,170.8849315068493,60.889224924260304,365,0.0,0.0,0.0,0.0,1.632876712328767,2.1881332549348538,0.0,18.0,4.646575342465753,3.5931131544385195,0.0,16.0,0.0,0.0,0.0,0.0,2.2739726027397262,2.8238596549573205,0.0,14.0,0.0,0.0,0.0,0.0,2.8958904109589043,2.2001772129028674,0.0,13.0,0.6547945205479452,1.26067323457171,0.0,14.0,0.0,0.0,0.0,0.0,1.1397260273972603,5.464137317823327,0.0,91.0,3.2849315068493152,3.3718156012143523,0.0,15.0,0.0,0.0,0.0,0.0,2.117808219178082,1.955503818175585,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRM-MBJ,311.0,18.35755975068582,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUX-LIS,139.0,27.532707821788975,121,0.0,0.0,0.0,0.0,6.181818181818182,5.581218504950331,0.0,44.0,10.47107438016529,7.128667921574698,0.0,52.0,0.0,0.0,0.0,0.0,5.966942148760331,4.411979684709801,0.0,27.0,0.0,0.0,0.0,0.0,3.743801652892562,2.908404275027329,0.0,21.0,1.9008264462809918,2.130746968700906,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.413223140495868,7.700291576175977,0.0,60.0,0.0,0.0,0.0,0.0,3.8677685950413223,3.8252279861474285,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUX-LUX,-3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LUX-OPO,101.95522388059702,32.53456569130509,67,0.0,0.0,0.0,0.0,4.3283582089552235,5.478298949938176,0.0,42.0,6.552238805970149,4.261467886558369,0.0,20.0,0.0,0.0,0.0,0.0,3.3134328358208953,2.5238796207659338,0.0,12.0,0.0,0.0,0.0,0.0,2.8805970149253732,1.8050634846529132,0.0,8.0,1.044776119402985,1.7094464443461643,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.253731343283582,4.113331185533387,0.0,20.0,0.0,0.0,0.0,0.0,2.5074626865671643,1.803810229287877,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYS-LIS,82.46031746031746,18.957252076228283,189,0.0,0.0,0.0,0.0,1.4497354497354498,2.2417371763743312,0.0,12.0,2.2857142857142856,2.585322141921118,0.0,10.0,0.0,0.0,0.0,0.0,1.0740740740740742,1.524556027042046,0.0,7.0,0.0,0.0,0.0,0.0,1.4126984126984128,1.3523217305126085,0.0,6.0,0.5026455026455027,1.089721507582882,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7142857142857144,3.5449780395528343,0.0,18.0,0.0,0.0,0.0,0.0,0.9682539682539683,1.4655794072607697,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYS-LYS,-3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LYS-MAD,82.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
LYS-MRS,128.2,19.266551326067674,5,0.0,0.0,0.0,0.0,0.6,1.3416407864998738,0.0,3.0,2.4,5.366563145999495,0.0,12.0,0.0,0.0,0.0,0.0,0.6,1.3416407864998738,0.0,3.0,0.0,0.0,0.0,0.0,1.6,3.5777087639996634,0.0,8.0,0.4,0.8944271909999159,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.492849839314596,0.0,8.0,0.0,0.0,0.0,0.0,1.4,3.1304951684997055,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYS-NCE,150.0,,1,0.0,,0.0,0.0,4.0,,4.0,4.0,7.0,,7.0,7.0,0.0,,0.0,0.0,3.0,,3.0,3.0,0.0,,0.0,0.0,5.0,,5.0,5.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.0,,5.0,5.0,0.0,,0.0,0.0,2.0,,2.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-ABC,65.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-ACE,128.02941176470588,25.94923399829057,34,0.0,0.0,0.0,0.0,2.8823529411764706,2.5556201392030427,0.0,10.0,5.088235294117647,2.7783540697503613,0.0,13.0,0.0,0.0,0.0,0.0,1.5,1.3314380468978917,0.0,4.0,0.0,0.0,0.0,0.0,3.0294117647058822,1.8987283482540251,0.0,7.0,1.3235294117647058,1.2485285456935955,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.029411764705882,2.691009657512788,0.0,9.0,0.0,0.0,0.0,0.0,2.088235294117647,1.747164751885674,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-AGP,129.85774058577405,35.58208174959512,478,0.0,0.0,0.0,0.0,0.7280334728033473,1.3572110009807992,0.0,10.0,1.389121338912134,1.7141802418032241,0.0,11.0,0.0,0.0,0.0,0.0,0.20292887029288703,0.6431641834226429,0.0,5.0,0.0,0.0,0.0,0.0,0.7259414225941423,1.043195307404938,0.0,5.0,0.2301255230125523,0.744914544180255,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9728033472803347,1.6410908344345485,0.0,11.0,0.0,0.0,0.0,0.0,0.46234309623430964,0.9656817534335536,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-ALC,109.26141078838174,44.8210576961475,241,0.0,0.0,0.0,0.0,0.3817427385892116,1.1490569830114907,0.0,13.0,0.5892116182572614,1.0494680204105569,0.0,5.0,0.0,0.0,0.0,0.0,0.16182572614107885,0.6412513699806611,0.0,6.0,0.0,0.0,0.0,0.0,0.2074688796680498,0.522918715865563,0.0,3.0,0.15352697095435686,0.5962364676126439,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47717842323651455,1.2009102126578142,0.0,11.0,0.0,0.0,0.0,0.0,0.15767634854771784,0.4830816819958553,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-ALG,76.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-AMS,233.97916666666666,62.742113336367034,240,0.0,0.0,0.0,0.0,2.5125,3.0627759033774606,0.0,15.0,6.095833333333333,4.084256861947522,0.0,19.0,0.0,0.0,0.0,0.0,2.3916666666666666,2.21367311837924,0.0,10.0,0.0,0.0,0.0,0.0,4.3,2.4326922599866934,0.0,12.0,1.1375,1.4237414614156514,0.0,7.0,0.0,0.0,0.0,0.0,0.9625,4.142171372844002,0.0,61.0,4.029166666666667,3.9488337525880723,0.0,20.0,0.0,0.0,0.0,0.0,2.816666666666667,2.321388032812317,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-ASU,268.6826923076923,42.59319067304341,104,0.19230769230769232,0.5758391610143666,0.0,3.0,0.7307692307692307,1.456360467159899,0.0,10.0,3.0576923076923075,2.4606689558393495,0.0,11.0,0.057692307692307696,0.2725971128968013,0.0,2.0,0.6634615384615384,0.9307119826363324,0.0,5.0,0.40384615384615385,0.9086342121235443,0.0,5.0,0.7019230769230769,1.3786148084733088,0.0,10.0,0.0673076923076923,0.2877574179595365,0.0,2.0,0.7307692307692307,1.1340345470908366,0.0,7.0,4.394230769230769,2.370605875735819,0.0,11.0,0.9134615384615384,1.5586313196966617,0.0,9.0,0.3173076923076923,0.714134999569519,0.0,3.0,2.7884615384615383,3.7356146786884437,0.0,17.0,0.5096153846153846,0.8360237873200135,0.0,3.0,0.028846153846153848,0.16818452471614478,0.0,1.0
